Country Code,Year,Fertility Value,Future Fertility,Replacement Reached,Low Surpassed,Population/1000,(Population/1000)^2,pcap GDP,logpercapGDP,Life Expectancy at Birth,Life Exp Sq,% Urban pop,Paid Parental Leave,FemTravel,FemDiv,FemBankAccnt
COG,2000,4.871,4.798,1,1,3127.42,9780755.856,1032.137542,3.013737575,52.123,2716.807129,58.695,0,0,1,1
COL,2000,2.572,2.081,0,1,39629.965,1570534126,2520.481089,3.401483443,72.945,5320.973025,73.957,0,1,1,1
COM,2000,5.384,4.87,1,1,542.358,294152.2002,647.4258118,2.81119001,59.46,3535.4916,28.08,0,1,0,1
CPV,2000,3.539,2.687,1,1,428.178,183336.3997,1259.353067,3.100147504,68.583,4703.627889,53.435,0,1,1,1
CRI,2000,2.363,1.923,0,1,3962.369,15700368.09,3789.053886,3.578530782,77.452,5998.812304,59.052,0,1,1,1
CYP,2000,1.716,1.461,0,1,943.288,889792.2509,14388.34806,4.158010935,78.009,6085.404081,68.648,0,0,1,1
CZE,2000,1.15,1.51,0,1,10255.063,105166317.1,6029.038193,3.780248035,74.96829268,5620.244908,73.988,1,1,1,1
DEU,2000,1.38,1.38,0,1,82211.508,6758732048,23635.92922,4.373572681,77.92682927,6072.59072,74.965,1,1,1,1
DJI,2000,4.484,3.502,1,1,717.577,514916.7509,768.1835703,2.885465014,57.022,3251.508484,76.532,0,1,0,1
DNK,2000,1.77,1.89,0,1,5339.616,28511499.03,30743.54768,4.487753982,76.59268293,5866.439078,85.1,1,1,1,1
DOM,2000,2.839,2.556,1,1,8471.317,71763211.71,2869.178139,3.457757513,69.429,4820.386041,61.753,0,1,0,1
DZA,2000,2.514,2.728,1,1,31042.238,963620540,1765.027146,3.246751389,70.64,4990.0096,59.919,0,0,0,1
ECU,2000,3.102,2.675,1,1,12681.123,160810880.5,1445.279324,3.15995179,72.761,5294.163121,60.299,0,1,0,1
EGY,2000,3.34,3.085,1,1,68831.561,4737783790,1450.476242,3.16151062,68.602,4706.234404,42.797,0,0,0,1
ERI,2000,5.321,4.737,1,1,2292.413,5255157.363,308.1341868,2.488739885,55.273,3055.104529,26.587,0,1,1,1
ESP,2000,1.22,1.45,0,1,40567.864,1645751590,14713.06571,4.167703175,78.96585366,6235.606044,76.262,0,1,1,1
EST,2000,1.36,1.72,0,1,1396.985,1951567.09,4070.609024,3.609659391,70.41707317,4958.564194,69.368,1,1,1,1
ETH,2000,6.543,5.39,1,1,66224.809,4385725327,124.4607909,2.095032556,51.941,2697.867481,14.74,0,1,1,1
FIN,2000,1.73,1.85,0,1,5176.209,26793139.61,24285.46682,4.385346456,77.46585366,6000.958483,82.183,1,1,1,1
FJI,2000,3.09,2.758,1,1,811.011,657738.8421,2069.317455,3.315827121,65.687,4314.781969,47.908,0,0,1,1
FRA,2000,1.89,2.01,0,1,60912.5,3710332656,22364.02939,4.349550054,79.05609756,6249.866562,75.871,0,1,1,1
FSM,2000,4.3,3.589,1,1,107.405,11535.83403,2171.889577,3.336837741,64.55,4166.7025,22.33,0,1,1,1
GAB,2000,4.533,4.182,1,1,1228.359,1508865.833,4135.99238,3.61657973,58.264,3394.693696,78.879,0,0,1,1
GBR,2000,1.64,1.91,0,1,58892.514,3468328205,28223.06757,4.450604216,77.74146341,6043.735134,78.651,0,1,1,1
GEO,2000,1.608,1.816,0,1,4077.131,16622997.19,749.908535,2.875008296,69.902,4886.289604,52.638,0,1,1,1
GHA,2000,4.826,4.35,1,1,19278.85,371674057.3,258.4710399,2.41241189,57.002,3249.228004,43.929,0,1,1,1
GIN,2000,6.082,5.496,1,1,8240.735,67909713.34,363.4822793,2.560483243,51.203,2621.747209,30.869,0,1,0,1
GMB,2000,5.879,5.64,1,1,1317.708,1736354.373,594.1493885,2.773895654,55.956,3131.073936,47.868,0,1,0,1
GNB,2000,5.82,5.174,1,1,1201.305,1443133.703,308.9103184,2.489832415,50.368,2536.935424,36.243,0,1,1,0
GNQ,2000,5.834,5.363,1,1,606.18,367454.1924,1725.557584,3.236929457,53.279,2838.651841,49.092,0,1,0,0
GRC,2000,1.25,1.5,0,1,10805.808,116765486.5,12042.95371,4.080733017,77.88780488,6066.510149,72.716,0,1,1,1
GRD,2000,2.582,2.282,1,1,102.837,10575.44857,5056.977259,3.703891001,72.648,5277.731904,35.698,0,0,1,1
GTM,2000,4.598,3.58,1,1,11589.761,134322560,1664.298958,3.221231341,67.849,4603.486801,45.332,0,1,0,1
GUY,2000,3.017,2.718,1,1,746.718,557587.7715,954.4003181,2.979730575,65.242,4256.518564,28.694,0,0,0,1
HKG,2000,1.032,1.064,0,0,6665,44422225,25756.66378,4.410889609,80.87804878,6541.258775,100,0,1,1,1
HND,2000,4.237,3.177,1,1,6574.51,43224181.74,1080.510472,3.03362898,70.689,4996.934721,45.458,0,1,0,1
HRV,2000,1.39,1.47,0,1,4468.302,19965722.76,4887.713716,3.68910576,72.80780488,5300.976451,53.428,0,1,1,1
HTI,2000,4.344,3.579,1,1,8463.802,71635944.3,805.0256325,2.905809709,57.131,3263.951161,35.6,0,0,0,1
HUN,2000,1.32,1.35,0,1,10210.971,104263928.8,4624.281657,3.665044278,71.24634146,5076.041172,64.575,1,1,1,1
IDN,2000,2.512,2.499,1,1,211513.822,44738096897,780.1902047,2.892200493,65.772,4325.955984,42.002,0,1,0,1
IND,2000,3.311,2.743,1,1,1056575.548,1.11635E+12,443.3141938,2.646711637,62.505,3906.875025,27.667,0,1,1,1
IRL,2000,1.89,2.06,0,1,3805.174,14479349.17,26269.18162,4.419446543,76.53658537,5857.848899,59.155,0,1,1,1
IRN,2000,2.067,1.811,0,1,65623.397,4306430234,1670.009674,3.222718987,70.176,4924.670976,64.042,0,0,0,1
IRQ,2000,4.94,4.403,1,1,23497.589,552136688.8,2058.264401,3.313501163,69.082,4772.322724,68.496,0,0,0,1
ISL,2000,2.08,2.15,1,1,281.205,79076.25203,32096.37226,4.506455948,79.65365854,6344.705318,92.401,1,1,1,1
ISR,2000,2.95,2.96,1,1,6289,39551521,21061.48228,4.323488933,78.95365854,6233.680196,91.203,0,1,0,1
ITA,2000,1.26,1.45,0,1,56942.108,3242403663,20087.59199,4.302927879,79.77804878,6364.537067,67.222,1,1,1,1
JAM,2000,2.577,2.251,1,1,2654.698,7047421.471,3392.123878,3.530471704,74.142,5497.036164,51.814,0,1,1,1
JOR,2000,4.109,3.768,1,1,5122.495,26239955.03,1651.621798,3.217910606,71.73,5145.1929,78.27,0,0,0,1
JPN,2000,1.359,1.37,0,1,126843,16089146649,39169.35957,4.592946471,81.07609756,6573.333596,78.649,0,1,1,1
KAZ,2000,1.8,2.68,1,1,14883.626,221522322.9,1229.001247,3.089552323,65.45,4283.7025,56.098,0,1,1,1
KEN,2000,5.178,4.587,1,1,31964.557,1021732904,397.4826588,2.599318186,50.921,2592.948241,19.892,0,1,1,0
KGZ,2000,2.4,2.8,1,1,4898.4,23994322.56,279.6195693,2.446567562,68.55853659,4700.272939,35.298,0,1,1,1
KHM,2000,3.805,3.018,1,1,12155.241,147749883.8,300.613679,2.478008739,58.432,3414.298624,18.586,0,1,1,1
KIR,2000,4.058,3.872,1,1,84.405,7124.204025,796.8032036,2.901351072,63.144,3987.164736,42.958,0,1,1,1
KOR,2000,1.48,1.192,0,0,47008.111,2209762500,12256.99357,4.088383958,75.9097561,5762.291071,79.621,0,1,1,1
KWT,2000,2.845,2.347,1,1,2045.123,4182528.085,18440.37852,4.265769831,73.142,5349.752164,99,0,0,0,1
LAO,2000,4.311,3.327,1,1,5323.701,28341792.34,325.1869371,2.512133092,58.803,3457.792809,21.977,0,1,1,1
LBN,2000,2.405,1.925,0,1,3842.774,14766912.02,4491.641934,3.652405128,74.507,5551.293049,86,0,1,0,1
LBR,2000,5.866,5.154,1,1,2848.447,8113650.312,306.8338642,2.48690329,51.734,2676.406756,44.331,0,1,1,1
LBY,2000,2.851,2.49,1,1,5357.893,28707017.4,7142.771786,3.853866774,70.852,5020.005904,76.387,0,0,0,1
LCA,2000,2.202,1.574,0,1,156.737,24566.48717,5950.047485,3.774520432,73.319,5375.675761,27.774,0,0,0,1
LKA,2000,2.24,2.269,1,1,18777.606,352598487.1,869.696285,2.939367615,71.333,5088.396889,18.38,0,1,1,1
LSO,2000,3.792,3.361,1,1,2032.805,4132296.168,436.4881373,2.639972445,47.691,2274.431481,19.548,0,1,1,0
LTU,2000,1.39,1.45,0,1,3499.536,12246752.22,3293.229979,3.51762206,72.0195122,5186.810137,66.986,0,1,1,1
LUX,2000,1.76,1.61,0,1,436.3,190357.69,48538.7829,4.686088882,77.87317073,6064.23072,84.216,1,1,1,1
LVA,2000,1.25,1.58,0,1,2367.55,5605293.003,3361.640869,3.526551315,70.31463415,4944.147775,68.067,0,1,1,1
MAR,2000,2.771,2.547,1,1,28793.672,829075547.2,1334.943464,3.125462873,68.684,4717.491856,53.335,0,1,0,1
MDA,2000,1.435,1.256,0,0,2923.783,8548507.031,440.6720307,2.644115487,67.006,4489.804036,44.589,1,1,1,1
MDG,2000,5.551,4.777,1,1,15766.806,248592171.4,293.6071574,2.467766638,58.485,3420.495225,27.121,0,0,1,1
MDV,2000,2.771,2.245,1,1,279.396,78062.12482,2234.595861,3.34919899,70.173,4924.249929,27.706,0,1,0,1
MEX,2000,2.716,2.391,1,1,98899.845,9781179341,7157.8145,3.854780439,74.34,5526.4356,74.722,0,1,0,1
MKD,2000,1.723,1.468,0,1,2034.823,4140504.641,1861.898065,3.269955901,73.267,5368.053289,58.548,0,1,1,1
MLI,2000,6.897,6.67,1,1,10946.448,119824723.8,270.542236,2.432235075,48.069,2310.628761,28.356,0,0,1,1
MLT,2000,1.68,1.43,0,1,390.087,152167.8676,10432.32812,4.018381238,78.34878049,6138.531404,92.368,0,1,0,1
MMR,2000,2.878,2.471,1,1,46719.698,2182730181,146.6045788,2.166147534,60.063,3607.563969,27.025,0,0,1,1
MNE,2000,1.875,1.8,0,1,604.95,365964.5025,1627.072633,3.21140694,73.228,5362.339984,58.544,0,1,1,1
MNG,2000,2.141,2.441,1,1,2397.417,5747608.272,474.2170943,2.675977205,62.869,3952.511161,57.133,0,1,1,1
MOZ,2000,5.826,5.515,1,1,17711.925,313712287.2,319.3596208,2.504280004,48.946,2395.710916,29.098,0,1,1,0
MRT,2000,5.413,5.057,1,1,2630.217,6918041.467,676.5690224,2.830312109,60.706,3685.218436,38.091,0,1,0,1
MUS,2000,1.99,1.67,0,1,1186.873,1408667.518,3929.075495,3.594290374,71.66341463,5135.644997,42.67,0,1,1,1
MWI,2000,6.098,5.632,1,1,11148.751,124294648.9,156.3858168,2.194197363,45.09,2033.1081,14.61,0,0,1,1
MYS,2000,2.784,2.191,1,1,23194.252,537973325.8,4043.662923,3.606774946,72.594,5269.888836,61.977,0,1,0,1
NAM,2000,3.88,3.601,1,1,1794.583,3220528.144,2185.604115,3.3395715,52.192,2724.004864,32.373,0,0,1,1
NER,2000,7.679,7.542,1,1,11331.561,128404274.7,197.8326834,2.296298042,49.928,2492.805184,16.186,0,1,0,1
NGA,2000,6.106,5.902,1,1,122283.853,14953340705,567.9307221,2.754295362,46.267,2140.635289,34.84,0,0,1,1
NIC,2000,3.111,2.657,1,1,5069.31,25697903.88,1007.499839,3.003244985,69.527,4834.003729,55.185,0,1,1,1
NLD,2000,1.72,1.77,0,1,15925.513,253621964.3,26149.41108,4.417461912,77.98780488,6082.09771,76.795,0,1,1,1
NOR,2000,1.85,1.96,0,1,4490.967,20168784.6,38131.46061,4.581283441,78.63414634,6183.328971,76.02,1,1,1,1
NPL,2000,3.955,2.751,1,1,23941.099,573176221.3,229.4903926,2.360764509,62.288,3879.794944,13.397,0,1,0,1
NZL,2000,1.98,2.19,1,1,3857.7,14881849.29,13641.10272,4.134849479,78.63658537,6183.712558,86.021,0,1,1,1
OMN,2000,3.716,2.869,1,1,2267.973,5143701.529,8601.271944,3.934562679,72.126,5202.159876,71.569,0,0,0,1
PAK,2000,5.037,4.118,1,1,142343.583,20261695621,576.1955804,2.760569923,62.82,3946.3524,32.982,0,0,0,0
PAN,2000,2.744,2.632,1,1,3030.333,9182918.091,4060.317793,3.608560026,75.06,5634.0036,62.198,0,1,1,1
PER,2000,2.845,2.633,1,1,26459.944,700128636.5,1955.588006,3.291277365,71.111,5056.774321,73.042,0,1,1,1
PHL,2000,3.811,3.294,1,1,77991.757,6082714160,1072.801752,3.030519474,68.793,4732.476849,46.135,0,0,0,1
PNG,2000,4.525,4.101,1,1,5847.59,34194308.81,602.1864903,2.779731008,59.265,3512.340225,13.204,0,0,1,1
POL,2000,1.37,1.39,0,1,38258.629,1463722693,4501.454067,3.653352823,73.74878049,5438.882623,61.716,0,1,1,1
PRI,2000,2.0485,1.6516,0,1,3810.605,14520710.47,16192.12697,4.209303901,76.68926829,5881.243871,94.387,0,1,1,1
PRT,2000,1.55,1.39,0,1,10289.898,105882000.9,11497.75346,4.060612992,76.31463415,5823.923385,54.399,0,1,1,1
PRY,2000,3.553,2.846,1,1,5323.202,28336479.53,1663.604939,3.221050201,70.546,4976.738116,55.331,0,1,1,1
PSE,2000,5.383,4.567,1,1,2922.153,8538978.155,1476.17185,3.169136919,71.022,5044.124484,71.969,0,1,0,1
QAT,2000,3.236,2.211,1,1,592.467,351017.1461,29976.16763,4.476776109,77.467,6001.136089,96.311,0,0,0,1
ROU,2000,1.31,1.6,0,1,22442.971,503686947.3,1659.90764,3.220083924,71.16341463,5064.231582,53.004,1,1,1,1
RUS,2000,1.195,1.502,0,1,146596.869,21490642001,1771.594059,3.248364215,65.48365854,4288.109535,73.35,1,1,1,1
RWA,2000,5.64,4.767,1,1,7933.688,62943405.28,260.6011858,2.415976387,48.649,2366.725201,14.926,0,1,1,1
SAU,2000,3.971,3.158,1,1,20663.84,426994283.5,9171.331476,3.96243239,72.561,5265.098721,79.848,0,0,0,1
SDN,2000,5.471,4.977,1,1,27275.019,743926661.5,366.172742,2.563686012,58.472,3418.974784,32.495,0,0,0,1
SEN,2000,5.448,5.094,1,1,9797.731,95995532.75,613.7323845,2.78797904,57.787,3339.337369,40.32,0,1,1,1
SGP,2000,1.6,1.28,0,0,4027.887,16223873.68,23852.32703,4.377530755,77.95121951,6076.392623,100,0,1,0,1
SLB,2000,4.719,4.403,1,1,412.665,170292.4022,1017.613757,3.007582969,67.442,4548.423364,15.813,0,0,1,1
SLE,2000,6.319,5.487,1,1,4584.57,21018282.08,138.6987225,2.142072461,39.441,1555.592481,35.626,0,1,1,0
SLV,2000,3.022,2.358,1,1,5887.93,34667719.68,2001.540049,3.301364284,68.875,4743.765625,58.912,0,1,1,1
SRB,2000,1.48,1.4,0,1,7516.346,56495457.19,914.7857199,2.961319377,71.58292683,5124.115413,52.769,0,1,1,1
SUR,2000,2.895,2.659,1,1,470.944,221788.2511,2012.281651,3.303688767,67.822,4599.823684,66.444,0,1,1,0
SVK,2000,1.3,1.34,0,1,5388.72,29038303.24,5413.150621,3.733450111,73.05121951,5336.480672,56.233,1,1,1,1
SVN,2000,1.26,1.53,0,1,1988.925,3955822.656,10201.30354,4.00865567,75.41219512,5686.999173,50.754,0,1,1,1
SWE,2000,1.54,1.91,0,1,8872.109,78714318.11,29624.91267,4.471657079,79.64390244,6343.151196,84.026,1,1,1,1
SWZ,2000,3.915,3.496,1,1,1005.432,1010893.507,1728.710498,3.237722269,47.49,2255.3001,22.686,0,1,0,0
SYC,2000,2.08,2.33,1,1,81.131,6582.239161,7578.851053,3.879603372,72.77804878,5296.644384,50.433,0,0,1,1
SYR,2000,4.076,3.613,1,1,16410.847,269315899.3,4910.777748,3.691150279,73.11,5345.0721,51.947,0,1,0,1
TCD,2000,7.354,6.803,1,1,8355.654,69816953.77,166.1757089,2.22056754,47.713,2276.530369,21.637,0,1,1,1
TGO,2000,5.419,5.001,1,1,4924.406,24249774.45,302.958592,2.481383274,53.491,2861.287081,32.907,0,1,1,1
THA,2000,1.671,1.549,0,1,62952.639,3963034757,2007.735271,3.302706448,70.623,4987.608129,31.386,0,1,0,1
TJK,2000,3.967,3.594,1,1,6216.329,38642746.24,138.4291467,2.141227542,61.974,3840.776676,26.501,1,1,1,1
TLS,2000,6.113,5.223,1,1,884.366,782103.222,415.0859486,2.618138032,59.002,3481.236004,24.263,0,1,0,0
TON,2000,4.25,4.012,1,1,97.962,9596.553444,2091.113009,3.320377504,69.667,4853.490889,23.012,0,1,1,1
TTO,2000,1.753,1.799,0,1,1267.159,1605691.931,6435.134212,3.808557609,69.413,4818.164569,55.905,0,0,0,1
TUN,2000,2.142,2.054,0,1,9708.347,94252001.47,2211.835015,3.344752729,73.172,5354.141584,63.432,0,1,1,1
TUR,2000,2.503,2.189,1,1,63240.196,3999322390,4337.478003,3.637237285,70.005,4900.700025,64.741,0,1,1,1
TZA,2000,5.689,5.542,1,1,33499.177,1122194860,410.9523655,2.613791485,50.801,2580.741601,22.309,0,1,1,1
UGA,2000,6.866,6.333,1,1,23650.159,559330020.7,261.8691416,2.418084325,46.229,2137.120441,14.786,0,0,0,1
UKR,2000,1.116,1.458,0,1,49176.5,2418328152,658.348608,2.818455922,67.67560976,4579.988156,67.145,1,1,1,1
URY,2000,2.237,2.03,0,1,3319.734,11020633.83,6875.025469,3.837274311,74.731,5584.722361,92.028,0,1,1,1
USA,2000,2.056,2.072,0,1,282162.411,79615626181,36334.90878,4.560324074,76.63658537,5873.166217,79.057,0,1,1,1
UZB,2000,2.58,2.637,1,1,24650.4,607642220.2,558.2268024,2.746810685,67.156,4509.928336,46.126,1,1,1,1
VCT,2000,2.379,2.112,1,1,107.787,11618.03737,3676.352092,3.565417098,70.809,5013.914481,45.186,0,0,1,1
VEN,2000,2.822,2.53,1,1,24192.449,585274588.6,4842.036601,3.685028068,72.112,5200.140544,87.559,0,1,1,1
VNM,2000,2.01,1.918,0,1,79910.411,6385673786,390.0933309,2.591168526,73.025,5332.650625,24.374,0,1,1,1
VUT,2000,4.492,4.18,1,1,184.964,34211.6813,1470.63587,3.167505155,67.363,4537.773769,21.673,0,1,1,1
WSM,2000,4.503,4.426,1,1,174.454,30434.19812,1542.066736,3.188103169,68.748,4726.287504,21.977,0,0,1,1
YEM,2000,6.313,4.94,1,1,17409.071,303075753.1,554.4486653,2.743861342,60.683,3682.426489,26.267,0,0,0,1
ZAF,2000,2.694,2.611,1,1,44967.713,2022095212,3374.718423,3.528237542,56.048,3141.378304,56.891,0,1,1,1
ZMB,2000,6.036,5.574,1,1,10415.942,108491847.7,345.6896207,2.53868634,44,1936,34.802,0,0,0,1
ZWE,2000,3.748,3.931,1,1,11881.482,141169614.5,563.0575041,2.750552751,44.649,1993.533201,33.758,0,1,0,1
AGO,2001,6.601,6.26,1,1,16945.753,287158544.7,527.3335285,2.722085385,47.059,2214.549481,51.274,0,1,1,1
ALB,2001,2.068,1.652,0,1,3060.173,9364658.79,1281.659826,3.107772771,74.288,5518.706944,42.435,0,1,1,1
ARE,2001,2.533,1.877,0,1,3302.722,10907972.61,31280.75586,4.495277239,74.544,5556.807936,80.655,0,0,0,1
ARG,2001,2.512,2.355,1,1,37275.644,1389473636,7208.373114,3.857837258,73.755,5439.800025,89.329,0,1,1,1
ARM,2001,1.634,1.719,0,1,3050.686,9306685.071,694.4234554,2.841624381,71.8,5155.24,64.385,0,1,1,1
ATG,2001,2.187,1.993,0,1,77.212,5961.692944,10367.31961,4.015666487,74.171,5501.337241,31.74,0,1,1,1
AUS,2001,1.739,1.971,0,1,19413,376864569,19527.32358,4.290642723,79.63414634,6341.597264,84.1,0,1,1,1
AUT,2001,1.33,1.39,0,1,8042.293,64678476.7,24537.51426,4.389830565,78.57560976,6174.126449,59.934,1,1,1,1
AZE,2001,1.8,1.82,0,1,8111.2,65791565.44,703.6838434,2.84737758,67.054,4496.238916,51.587,1,1,1,1
BDI,2001,6.862,6.267,1,1,6525.546,42582750.6,134.3634269,2.128281072,49.93,2493.0049,8.461,0,1,1,1
BEL,2001,1.67,1.84,0,1,10286.57,105813522.4,22995.15752,4.361636389,77.97317073,6079.815354,97.186,1,1,1,1
BEN,2001,5.889,5.416,1,1,7076.728,50080079.19,518.0674741,2.714386327,55.668,3098.926224,38.65,0,0,1,1
BFA,2001,6.531,5.953,1,1,11944.589,142673206.4,267.0975996,2.426669985,50.893,2590.097449,18.54,0,1,1,1
BGD,2001,3.07,2.382,1,1,130088.709,16923072209,415.0344043,2.618084099,65.956,4350.193936,24.096,0,1,0,1
BGR,2001,1.21,1.66,0,1,8009.142,64146355.58,1770.913534,3.248197357,71.76829268,5150.687835,69.166,1,1,1,1
BHR,2001,2.731,2.197,1,1,697.55,486576.0025,12868.17692,4.109517023,74.635,5570.383225,88.369,0,0,0,1
BHS,2001,1.993,1.877,0,1,302.618,91577.65392,27486.23677,4.439115283,71.954,5177.378116,82.049,0,1,0,1
BIH,2001,1.432,1.311,0,1,3755.514,14103885.4,1544.602075,3.188816614,74.637,5570.681769,42.698,0,1,1,1
BLR,2001,1.286,1.509,0,1,9928.549,98576085.25,1244.373185,3.094950644,68.50731707,4693.252493,70.458,1,1,1,1
BLZ,2001,3.497,2.749,1,1,255.068,65059.68462,3404.420586,3.532043208,69.04,4766.5216,45.381,0,0,1,1
BOL,2001,3.969,3.287,1,1,8580.244,73620587.1,948.8702113,2.977206813,63.054,3975.806916,62.306,0,1,1,1
BRA,2001,2.232,1.818,0,1,177196.051,31398440490,3160.249345,3.49972135,70.462,4964.893444,81.553,0,1,1,0
BRB,2001,1.785,1.711,0,1,272.494,74252.98004,11209.42112,4.049583185,77.362,5984.879044,33.629,0,0,1,1
BRN,2001,2.284,1.921,0,1,340.037,115625.1614,16472.00329,4.21674642,73.076,5340.101776,71.652,0,1,0,1
BTN,2001,3.342,2.387,1,1,603.643,364384.8714,764.4328082,2.883339318,61.808,3820.228864,26.48,0,1,0,0
BWA,2001,3.248,3.026,1,1,1674.674,2804533.006,3278.016079,3.51561108,50.281,2528.178961,54.062,0,0,1,0
CAF,2001,5.48,5.254,1,1,3722.016,13853403.1,250.3571459,2.398559992,44.061,1941.371721,37.72,0,1,1,1
CAN,2001,1.5104,1.668,0,1,31020.902,962296360.9,23822.06012,4.376979316,79.33902439,6294.680791,79.81,1,1,1,1
CHE,2001,1.38,1.5,0,1,7229.854,52270788.86,39727.84667,4.599095026,80.1804878,6428.910625,73.375,0,1,1,1
CHL,2001,2.009,1.892,0,1,15516.112,240749731.6,4574.594716,3.660352624,76.634,5872.769956,86.363,0,1,1,1
CHN,2001,1.597,1.623,0,1,1271850,1.6176E+12,1053.108243,3.022473012,71.732,5145.479824,37.093,0,1,1,1
CIV,2001,5.793,5.152,1,1,16853.027,284024519.1,997.4787843,2.998903667,49.495,2449.755025,43.568,0,0,1,1
CMR,2001,5.524,5.167,1,1,15928.91,253730173.8,687.6481344,2.837366269,51.222,2623.693284,46.139,0,0,1,1
COD,2001,6.74,6.587,1,1,48428.534,2345322905,153.5910441,2.186365893,50.667,2567.144889,35.587,0,1,1,0
COG,2001,4.862,4.784,1,1,3217.93,10355073.48,869.1005017,2.939070001,52.517,2758.035289,59.156,0,0,1,1
COL,2001,2.516,2.033,0,1,40255.956,1620541993,2439.682456,3.387333303,73.241,5364.244081,74.379,0,1,1,1
COM,2001,5.307,4.813,1,1,555.895,309019.251,680.9055728,2.833086889,59.529,3543.701841,28.036,0,1,0,1
CPV,2001,3.399,2.629,1,1,435.701,189835.3614,1292.226512,3.111338647,69.099,4774.671801,54.291,0,1,1,1
CRI,2001,2.275,1.903,0,1,4034.074,16273753.04,3960.307703,3.597728931,77.601,6021.915201,60.41,0,1,1,1
CYP,2001,1.66,1.443,0,1,960.274,922126.1551,14821.44682,4.1708906,78.139,6105.703321,68.769,0,0,1,1
CZE,2001,1.15,1.51,0,1,10216.605,104379017.7,6637.041657,3.821974543,75.17317073,5651.005598,73.877,1,1,1,1
DEU,2001,1.35,1.36,0,1,82349.925,6781510148,23607.88286,4.373057041,78.32926829,6135.474271,75.17,1,1,1,1
DJI,2001,4.359,3.397,1,1,733.019,537316.8544,780.9039613,2.892597626,57.1,3260.41,76.578,0,1,0,1
DNK,2001,1.74,1.84,0,1,5358.783,28716555.24,30751.65435,4.487868485,76.79268293,5897.116151,85.15,1,1,1,1
DOM,2001,2.799,2.528,1,1,8598.599,73935904.76,2977.43451,3.473842218,69.69,4856.6961,62.565,0,1,0,1
DZA,2001,2.438,2.799,1,1,31451.513,989197670,1740.606654,3.240700639,71.116,5057.485456,60.712,0,0,0,1
ECU,2001,3.037,2.643,1,1,12914.66,166788442.9,1894.616196,3.277521245,73.078,5340.394084,60.799,0,1,0,1
EGY,2001,3.253,3.154,1,1,70152.662,4921395986,1378.203383,3.139313312,68.796,4732.889616,42.843,0,0,0,1
ERI,2001,5.227,4.656,1,1,2374.721,5639299.828,316.8239534,2.500818009,55.864,3120.786496,27.455,0,1,1,1
ESP,2001,1.23,1.38,0,1,40850.412,1668756161,15355.70317,4.186269708,79.36829268,6299.325883,76.343,0,1,1,1
EST,2001,1.32,1.7,0,1,1388.115,1926863.253,4505.858332,3.653777533,70.25853659,4936.261963,69.242,1,1,1,1
ETH,2001,6.407,5.26,1,1,68159.422,4645706807,120.7657837,2.081943904,52.595,2766.234025,14.927,0,1,1,1
FIN,2001,1.73,1.86,0,1,5188.008,26915427.01,24946.18919,4.397004212,77.96585366,6078.674337,82.368,1,1,1,1
FJI,2001,3.044,2.75,1,1,813.923,662470.6499,2030.246351,3.307548739,65.863,4337.934769,48.3,0,0,1,1
FRA,2001,1.9,2,0,1,61357.432,3764734462,22433.55498,4.3508981,79.15853659,6266.073914,76.127,0,1,1,1
FSM,2001,4.204,3.522,1,1,107.17,11485.4089,2248.492115,3.351891369,64.71,4187.3841,22.33,0,1,1,1
GAB,2001,4.455,4.164,1,1,1258.008,1582584.128,3993.031336,3.601302718,57.968,3360.289024,79.633,0,0,1,1
GBR,2001,1.63,1.89,0,1,59119.673,3495135736,27806.44882,4.444145528,77.99268293,6082.85859,78.751,0,1,1,1
GEO,2001,1.589,1.866,0,1,4014.373,16115190.58,801.9904139,2.904169177,70.065,4909.104225,52.398,0,1,1,1
GHA,2001,4.753,4.311,1,1,19756.929,390336243.5,269.0149848,2.429776472,57.158,3267.036964,44.601,0,1,1,1
GIN,2001,6.015,5.417,1,1,8417.082,70847269.39,336.1540207,2.52653831,51.255,2627.075025,31.144,0,1,0,1
GMB,2001,5.849,5.612,1,1,1360.07,1849790.405,505.4216361,2.703653829,56.359,3176.336881,48.775,0,1,0,1
GNB,2001,5.73,5.11,1,1,1227.105,1505786.681,319.9574494,2.505092226,50.744,2574.953536,36.622,0,1,1,0
GNQ,2001,5.785,5.288,1,1,631.662,398996.8822,2313.165937,3.364206788,53.581,2870.923561,50.832,0,1,0,0
GRC,2001,1.25,1.5,0,1,10862.132,117985911.6,12538.17887,4.098234461,78.38780488,6144.647954,72.913,0,1,1,1
GRD,2001,2.512,2.262,1,1,103.242,10658.91056,5041.012235,3.702517752,72.805,5300.568025,35.919,0,0,1,1
GTM,2001,4.49,3.471,1,1,11871.565,140934055.5,1550.360366,3.190432657,68.304,4665.436416,45.668,0,1,0,1
GUY,2001,2.992,2.684,1,1,745.206,555331.9824,955.6653806,2.980305854,65.532,4294.443024,28.606,0,0,0,1
HKG,2001,0.931,1.055,0,0,6714.3,45081824.49,25230.21633,4.401920974,81.42439024,6629.931327,100,0,1,1,1
HND,2001,4.098,3.063,1,1,6751.912,45588315.66,1120.54996,3.049431225,70.976,5037.592576,45.964,0,1,0,1
HRV,2001,1.46,1.5,0,1,4299.642,18486921.33,5412.925136,3.733432021,74.51292683,5552.176265,53.642,0,1,1,1
